id,year,decade,rank,title,artist,title_norm,artist_norm,source,url,word_count
3347,1988,1980,61,Dirty Diana,Michael Jackson,dirty diana,michael jackson,genius,https://genius.com/Michael-jackson-dirty-diana-lyrics,447.0
3348,1988,1980,62,1-2-3,Gloria Estefan and Miami Sound Machine,123,gloria estefan and miami sound machine,genius,https://genius.com/Gloria-estefan-and-miami-sound-machine-1-2-3-lyrics,249.0
3349,1988,1980,63,Mercedes Boy,Pebbles,mercedes boy,pebbles,genius,https://genius.com/Pebbles-mercedes-boy-lyrics,376.0
3350,1988,1980,64,Perfect World,Huey Lewis and the News,perfect world,huey lewis and the news,genius,https://genius.com/Huey-lewis-and-the-news-perfect-world-lyrics,216.0
3351,1988,1980,65,New Sensation,INXS,new sensation,inxs,genius,https://genius.com/Inxs-new-sensation-lyrics,273.0
3352,1988,1980,66,Catch Me (I'm Falling),Pretty Poison,catch me im falling,pretty poison,genius,https://genius.com/Pretty-poison-catch-me-im-falling-lyrics,271.0
3353,1988,1980,67,If It Isn't Love,New Edition,if it isnt love,new edition,genius,https://genius.com/New-edition-if-it-isnt-love-lyrics,477.0
3354,1988,1980,68,Rocket 2 U,The Jets,rocket 2 u,the jets,genius,https://genius.com/The-jets-group-rocket-2-u-lyrics,306.0
3355,1988,1980,69,One Good Woman,Peter Cetera,one good woman,peter cetera,genius,https://genius.com/Peter-cetera-one-good-woman-lyrics,374.0
3356,1988,1980,70,Don't Be Cruel,Cheap Trick,dont be cruel,cheap trick,genius,https://genius.com/Cheap-trick-dont-be-cruel-lyrics,269.0
3357,1988,1980,71,Candle in the Wind,Elton John,candle in the wind,elton john,genius,https://genius.com/Elton-john-candle-in-the-wind-lyrics,295.0
3358,1988,1980,72,Everything Your Heart Desires,Daryl Hall & John Oates,everything your heart desires,daryl hall john oates,genius,https://genius.com/Daryl-hall-and-john-oates-everything-your-heart-desires-lyrics,355.0
3359,1988,1980,73,Say You Will,Foreigner,say you will,foreigner,genius,https://genius.com/Foreigner-say-you-will-lyrics,363.0
3360,1988,1980,74,I Want Her,Keith Sweat,i want her,keith sweat,genius,https://genius.com/Keith-sweat-i-want-her-lyrics,535.0
3361,1988,1980,75,Pink Cadillac,Natalie Cole,pink cadillac,natalie cole,genius,https://genius.com/Natalie-cole-pink-cadillac-lyrics,415.0
3362,1988,1980,76,Fast Car,Tracy Chapman,fast car,tracy chapman,genius,https://genius.com/Tracy-chapman-fast-car-lyrics,505.0
3363,1988,1980,77,Electric Blue,Icehouse,electric blue,icehouse,genius,https://genius.com/Icehouse-electric-blue-lyrics,330.0
3364,1988,1980,78,The Valley Road,Bruce Hornsby and the Range,the valley road,bruce hornsby and the range,genius,https://genius.com/Bruce-hornsby-and-the-range-the-valley-road-lyrics,220.0
3365,1988,1980,79,Don't Be Cruel,Bobby Brown,dont be cruel,bobby brown,genius,https://genius.com/Bobby-brown-dont-be-cruel-lyrics,843.0
3366,1988,1980,80,Always on My Mind,Pet Shop Boys,always on my mind,pet shop boys,genius,https://genius.com/Pet-shop-boys-always-on-my-mind-lyrics,276.0
3367,1988,1980,81,Piano in the Dark,Brenda Russell featuring Joe Esposito,piano in the dark,brenda russell,azlyrics,https://www.azlyrics.com/lyrics/brendarussell/pianointhedark.html,281.0
3368,1988,1980,82,When It's Love,Van Halen,when its love,van halen,genius,https://genius.com/Van-halen-when-its-love-lyrics,244.0
3369,1988,1980,83,Don't Shed a Tear,Paul Carrack,dont shed a tear,paul carrack,genius,https://genius.com/Paul-carrack-dont-shed-a-tear-lyrics,121.0
3370,1988,1980,84,We'll Be Together,Sting,well be together,sting,genius,https://genius.com/Sting-well-be-together-lyrics,367.0
3371,1988,1980,85,I Hate Myself for Loving You,Joan Jett and the Blackhearts,i hate myself for loving you,joan jett and the blackhearts,genius,https://genius.com/Joan-jett-and-the-blackhearts-i-hate-myself-for-loving-you-lyrics,332.0
3372,1988,1980,86,I Don't Want to Live Without You,Foreigner,i dont want to live without you,foreigner,genius,https://genius.com/Foreigner-i-dont-want-to-live-without-you-lyrics,223.0
3373,1988,1980,87,Nite and Day,Al B. Sure!,nite and day,al b sure,genius,https://genius.com/Al-b-sure-nite-and-day-lyrics,410.0
3374,1988,1980,88,Don't You Know What the Night Can Do?,Steve Winwood,dont you know what the night can do,steve winwood,genius,https://genius.com/Steve-winwood-dont-you-know-what-the-night-can-do-lyrics,459.0
3375,1988,1980,89,One Moment in Time,Whitney Houston,one moment in time,whitney houston,genius,https://genius.com/Whitney-houston-one-moment-in-time-lyrics,228.0
3376,1988,1980,90,Can't Stay Away from You,Gloria Estefan and Miami Sound Machine,cant stay away from you,gloria estefan and miami sound machine,genius,https://genius.com/Gloria-estefan-and-miami-sound-machine-cant-stay-away-from-you-lyrics,256.0
3377,1988,1980,91,Kissing a Fool,George Michael,kissing a fool,george michael,genius,https://genius.com/George-michael-kissing-a-fool-lyrics,316.0
3378,1988,1980,92,Cherry Bomb,John Cougar Mellencamp,cherry bomb,john cougar mellencamp,genius,https://genius.com/John-mellencamp-cherry-bomb-lyrics,332.0
3379,1988,1980,93,I Still Believe,Brenda K. Starr,i still believe,brenda k starr,genius,https://genius.com/Brenda-k-starr-i-still-believe-lyrics,247.0
3380,1988,1980,94,I Found Someone,Cher,i found someone,cher,genius,https://genius.com/Cher-i-found-someone-lyrics,227.0
3381,1988,1980,95,Never Tear Us Apart,INXS,never tear us apart,inxs,genius,https://genius.com/Inxs-never-tear-us-apart-lyrics,155.0
3382,1988,1980,96,Valerie,Steve Winwood,valerie,steve winwood,genius,https://genius.com/Steve-winwood-valerie-lyrics,217.0
3383,1988,1980,97,Just Like Paradise,David Lee Roth,just like paradise,david lee roth,genius,https://genius.com/David-lee-roth-just-like-paradise-lyrics,324.0
3384,1988,1980,98,Nothin' But a Good Time,Poison,nothin but a good time,poison,genius,https://genius.com/Poison-nothin-but-a-good-time-lyrics,297.0
3385,1988,1980,99,Wait,White Lion,wait,white lion,genius,https://genius.com/White-lion-wait-lyrics,298.0
3386,1988,1980,100,Prove Your Love,Taylor Dayne,prove your love,taylor dayne,genius,https://genius.com/Taylor-dayne-prove-your-love-lyrics,342.0
3387,1989,1980,1,Look Away,Chicago,look away,chicago,genius,https://genius.com/Chicago-look-away-lyrics,375.0
3388,1989,1980,2,My Prerogative,Bobby Brown,my prerogative,bobby brown,genius,https://genius.com/Bobby-brown-my-prerogative-lyrics,546.0
3389,1989,1980,3,Every Rose Has Its Thorn,Poison,every rose has its thorn,poison,genius,https://genius.com/Poison-every-rose-has-its-thorn-lyrics,224.0
3390,1989,1980,4,Straight Up,Paula Abdul,straight up,paula abdul,genius,https://genius.com/Paula-abdul-straight-up-lyrics,458.0
3391,1989,1980,5,Miss You Much,Janet Jackson,miss you much,janet jackson,genius,https://genius.com/Janet-jackson-miss-you-much-lyrics,396.0
3392,1989,1980,6,Cold Hearted,Paula Abdul,cold hearted,paula abdul,genius,https://genius.com/Paula-abdul-cold-hearted-lyrics,352.0
3393,1989,1980,7,Wind Beneath My Wings,Bette Midler,wind beneath my wings,bette midler,genius,https://genius.com/Bette-midler-wind-beneath-my-wings-lyrics,279.0
3394,1989,1980,8,Girl You Know It's True,Milli Vanilli,girl you know its true,milli vanilli,genius,https://genius.com/Milli-vanilli-girl-you-know-its-true-lyrics,438.0
3395,1989,1980,9,"Baby, I Love Your Way/Freebird Medley",Will to Power,baby i love your wayfreebird medley,will to power,genius,https://genius.com/Will-to-power-baby-i-love-your-way-freebird-medley-lyrics,301.0
3396,1989,1980,10,Giving You the Best That I Got,Anita Baker,giving you the best that i got,anita baker,genius,https://genius.com/Anita-baker-giving-you-the-best-that-i-got-lyrics,314.0
3397,1989,1980,11,Right Here Waiting,Richard Marx,right here waiting,richard marx,genius,https://genius.com/Richard-marx-right-here-waiting-lyrics,199.0
3398,1989,1980,12,Waiting For a Star to Fall,Boy Meets Girl,waiting for a star to fall,boy meets girl,genius,https://genius.com/Boy-meets-girl-waiting-for-a-star-to-fall-lyrics,352.0
3399,1989,1980,13,Lost in Your Eyes,Debbie Gibson,lost in your eyes,debbie gibson,genius,https://genius.com/Debbie-gibson-lost-in-your-eyes-lyrics,149.0
3400,1989,1980,14,Don't Wanna Lose You,Gloria Estefan,dont wanna lose you,gloria estefan,genius,https://genius.com/Gloria-estefan-dont-wanna-lose-you-lyrics,238.0
3401,1989,1980,15,Heaven,Warrant,heaven,warrant,genius,https://genius.com/Warrant-heaven-lyrics,260.0
3402,1989,1980,16,Girl I'm Gonna Miss You,Milli Vanilli,girl im gonna miss you,milli vanilli,genius,https://genius.com/Milli-vanilli-girl-im-gonna-miss-you-lyrics,379.0
3403,1989,1980,17,The Look,Roxette,the look,roxette,genius,https://genius.com/Roxette-the-look-lyrics,343.0
3404,1989,1980,18,She Drives Me Crazy,Fine Young Cannibals,she drives me crazy,fine young cannibals,genius,https://genius.com/Fine-young-cannibals-she-drives-me-crazy-lyrics,168.0
3405,1989,1980,19,On Our Own,Bobby Brown,on our own,bobby brown,genius,https://genius.com/Bobby-brown-on-our-own-lyrics,671.0
3406,1989,1980,20,Two Hearts,Phil Collins,two hearts,phil collins,genius,https://genius.com/Phil-collins-two-hearts-lyrics,288.0
3407,1989,1980,21,Blame It on the Rain,Milli Vanilli,blame it on the rain,milli vanilli,genius,https://genius.com/Milli-vanilli-blame-it-on-the-rain-lyrics,387.0
3408,1989,1980,22,Listen to Your Heart,Roxette,listen to your heart,roxette,genius,https://genius.com/Roxette-listen-to-your-heart-lyrics,341.0
3409,1989,1980,23,I'll Be There for You,Bon Jovi,ill be there for you,bon jovi,genius,https://genius.com/Bon-jovi-ill-be-there-for-you-lyrics,396.0
3410,1989,1980,24,If You Don't Know Me by Now,Simply Red,if you dont know me by now,simply red,genius,https://genius.com/Simply-red-if-you-dont-know-me-by-now-lyrics,234.0
3411,1989,1980,25,Like a Prayer,Madonna,like a prayer,madonna,genius,https://genius.com/Madonna-like-a-prayer-lyrics,547.0
3412,1989,1980,26,I'll Be Loving You (Forever),New Kids on the Block,ill be loving you forever,new kids on the block,genius,https://genius.com/New-kids-on-the-block-ill-be-loving-you-forever-lyrics,270.0
3413,1989,1980,27,How Can I Fall?,Breathe,how can i fall,breathe,genius,https://genius.com/Breathe-uk-how-can-i-fall-lyrics,265.0
3414,1989,1980,28,Baby Don't Forget My Number,Milli Vanilli,baby dont forget my number,milli vanilli,genius,https://genius.com/Milli-vanilli-baby-dont-forget-my-number-lyrics,293.0
3415,1989,1980,29,Toy Soldiers,Martika,toy soldiers,martika,genius,https://genius.com/Martika-toy-soldiers-lyrics,331.0
3416,1989,1980,30,Forever Your Girl,Paula Abdul,forever your girl,paula abdul,genius,https://genius.com/Paula-abdul-forever-your-girl-lyrics,448.0
3417,1989,1980,31,The Living Years,Mike + The Mechanics,the living years,mike the mechanics,genius,https://genius.com/Mike-the-mechanics-the-living-years-lyrics,338.0
3418,1989,1980,32,Eternal Flame,The Bangles,eternal flame,the bangles,genius,https://genius.com/The-bangles-eternal-flame-lyrics,267.0
3419,1989,1980,33,Wild Thing,Tone Loc,wild thing,tone loc,genius,https://genius.com/Tone-loc-wild-thing-lyrics,467.0
3420,1989,1980,34,When I See You Smile,Bad English,when i see you smile,bad english,genius,https://genius.com/Bad-english-when-i-see-you-smile-lyrics,333.0
3421,1989,1980,35,If I Could Turn Back Time,Cher,if i could turn back time,cher,genius,https://genius.com/Cher-if-i-could-turn-back-time-lyrics,360.0
3422,1989,1980,36,Buffalo Stance,Neneh Cherry,buffalo stance,neneh cherry,genius,https://genius.com/Neneh-cherry-buffalo-stance-lyrics,600.0
3423,1989,1980,37,When I'm with You,Sheriff,when im with you,sheriff,genius,https://genius.com/Sheriff-when-im-with-you-lyrics,184.0
3424,1989,1980,38,Don't Rush Me,Taylor Dayne,dont rush me,taylor dayne,genius,https://genius.com/Taylor-dayne-dont-rush-me-lyrics,279.0
3425,1989,1980,39,Born to Be My Baby,Bon Jovi,born to be my baby,bon jovi,genius,https://genius.com/Bon-jovi-born-to-be-my-baby-lyrics,451.0
3426,1989,1980,40,Good Thing,Fine Young Cannibals,good thing,fine young cannibals,genius,https://genius.com/Fine-young-cannibals-good-thing-lyrics,250.0
3427,1989,1980,41,The Lover in Me,Sheena Easton,the lover in me,sheena easton,genius,https://genius.com/Sheena-easton-the-lover-in-me-lyrics,554.0
3428,1989,1980,42,Bust a Move,Young MC,bust a move,young mc,genius,https://genius.com/Young-mc-bust-a-move-lyrics,676.0
3429,1989,1980,43,"Once Bitten, Twice Shy",Great White,once bitten twice shy,great white,genius,https://genius.com/Great-white-once-bitten-twice-shy-lyrics,364.0
3430,1989,1980,44,Batdance,Prince,batdance,prince,genius,https://genius.com/Prince-batdance-lyrics,401.0
3431,1989,1980,45,Rock On,Michael Damian,rock on,michael damian,genius,https://genius.com/Michael-damian-rock-on-lyrics,168.0
3432,1989,1980,46,Real Love,Jody Watley,real love,jody watley,genius,https://genius.com/Jody-watley-real-love-lyrics,318.0
3433,1989,1980,47,Love Shack,The B-52's,love shack,the b52s,genius,https://genius.com/The-b-52s-love-shack-lyrics,490.0
3434,1989,1980,48,Every Little Step,Bobby Brown,every little step,bobby brown,genius,https://genius.com/Bobby-brown-every-little-step-lyrics,474.0
3435,1989,1980,49,Hangin' Tough,New Kids on the Block,hangin tough,new kids on the block,genius,https://genius.com/New-kids-on-the-block-hangin-tough-lyrics,242.0
3436,1989,1980,50,My Heart Can't Tell You No,Rod Stewart,my heart cant tell you no,rod stewart,genius,https://genius.com/Rod-stewart-my-heart-cant-tell-you-no-lyrics,332.0
3437,1989,1980,51,So Alive,Love and Rockets,so alive,love and rockets,genius,https://genius.com/Love-and-rockets-so-alive-lyrics,232.0
3438,1989,1980,52,You Got It (The Right Stuff),New Kids on the Block,you got it the right stuff,new kids on the block,genius,https://genius.com/New-kids-on-the-block-you-got-it-the-right-stuff-lyrics,416.0
3439,1989,1980,53,Armageddon It,Def Leppard,armageddon it,def leppard,genius,https://genius.com/Def-leppard-armageddon-it-lyrics,531.0
3440,1989,1980,54,Satisfied,Richard Marx,satisfied,richard marx,genius,https://genius.com/Richard-marx-satisfied-lyrics,190.0
3441,1989,1980,55,Express Yourself,Madonna,express yourself,madonna,genius,https://genius.com/Madonna-express-yourself-lyrics,497.0
3442,1989,1980,56,I Like It,Dino,i like it,dino,genius,https://genius.com/Dino-pop-i-like-it-lyrics,451.0
3443,1989,1980,57,Soldier of Love,Donny Osmond,soldier of love,donny osmond,genius,https://genius.com/Donny-osmond-soldier-of-love-lyrics,340.0
3444,1989,1980,58,Sowing the Seeds of Love,Tears for Fears,sowing the seeds of love,tears for fears,genius,https://genius.com/Tears-for-fears-sowing-the-seeds-of-love-lyrics,562.0
3445,1989,1980,59,Cherish,Madonna,cherish,madonna,genius,https://genius.com/Madonna-cherish-lyrics,374.0
3446,1989,1980,60,When the Children Cry,White Lion,when the children cry,white lion,genius,https://genius.com/White-lion-when-the-children-cry-lyrics,207.0
3447,1989,1980,61,18 and Life,Skid Row,18 and life,skid row,genius,https://genius.com/Skid-row-18-and-life-lyrics,291.0
3448,1989,1980,62,I Don't Want Your Love,Duran Duran,i dont want your love,duran duran,genius,https://genius.com/Duran-duran-i-dont-want-your-love-lyrics,254.0
3449,1989,1980,63,Second Chance,.38 Special,second chance,38 special,genius,https://genius.com/38-special-second-chance-lyrics,373.0
3450,1989,1980,64,The Way You Love Me,Karyn White,the way you love me,karyn white,genius,https://genius.com/Karyn-white-the-way-you-love-me-lyrics,587.0
3451,1989,1980,65,Funky Cold Medina,Tone Loc,funky cold medina,tone loc,genius,https://genius.com/Tone-loc-funky-cold-medina-lyrics,480.0
3452,1989,1980,66,In Your Room,The Bangles,in your room,the bangles,genius,https://genius.com/The-bangles-in-your-room-lyrics,233.0
3453,1989,1980,67,Miss You Like Crazy,Natalie Cole,miss you like crazy,natalie cole,genius,https://genius.com/Natalie-cole-miss-you-like-crazy-lyrics,328.0
3454,1989,1980,68,Lovesong,The Cure,lovesong,the cure,genius,https://genius.com/The-cure-lovesong-lyrics,151.0
3455,1989,1980,69,Secret Rendezvous,Karyn White,secret rendezvous,karyn white,genius,https://genius.com/Karyn-white-secret-rendezvous-lyrics,471.0
3456,1989,1980,70,Angel Eyes,The Jeff Healey Band,angel eyes,the jeff healey band,genius,https://genius.com/The-jeff-healey-band-angel-eyes-lyrics,227.0
3457,1989,1980,71,Patience,Guns N' Roses,patience,guns n roses,genius,https://genius.com/Guns-n-roses-patience-lyrics,301.0
3458,1989,1980,72,Walk on Water,Eddie Money,walk on water,eddie money,genius,https://genius.com/Eddie-money-walk-on-water-lyrics,530.0
3459,1989,1980,73,Cover Girl,New Kids on the Block,cover girl,new kids on the block,genius,https://genius.com/New-kids-on-the-block-cover-girl-lyrics,248.0
3460,1989,1980,74,Welcome to the Jungle,Guns N' Roses,welcome to the jungle,guns n roses,genius,https://genius.com/Guns-n-roses-welcome-to-the-jungle-lyrics,321.0
3461,1989,1980,75,Shower Me With Your Love,Surface,shower me with your love,surface,genius,https://genius.com/Surface-shower-me-with-your-love-lyrics,236.0
3462,1989,1980,76,Stand,R.E.M.,stand,rem,genius,https://genius.com/Rem-stand-lyrics,341.0
3463,1989,1980,77,Close My Eyes Forever,Lita Ford and Ozzy Osbourne,close my eyes forever,lita ford and ozzy osbourne,genius,https://genius.com/Lita-ford-and-ozzy-osbourne-close-my-eyes-forever-lyrics,194.0
3464,1989,1980,78,All This Time,Tiffany,all this time,tiffany,genius,https://genius.com/Tiffany-all-this-time-lyrics,193.0
3465,1989,1980,79,After All,Cher and Peter Cetera,a,cher and peter cetera,genius,https://genius.com/Peter-cetera-after-all-with-cher-lyrics,301.0
3466,1989,1980,80,Roni,Bobby Brown,roni,bobby brown,genius,https://genius.com/Bobby-brown-roni-lyrics,582.0
3467,1989,1980,81,Love in an Elevator,Aerosmith,love in an elevator,aerosmith,genius,https://genius.com/Aerosmith-love-in-an-elevator-lyrics,464.0
3468,1989,1980,82,Lay Your Hands on Me,Bon Jovi,lay your hands on me,bon jovi,genius,https://genius.com/Bon-jovi-lay-your-hands-on-me-lyrics,453.0
3469,1989,1980,83,The Promise,When in Rome,the promise,when in rome,genius,https://genius.com/When-in-rome-the-promise-lyrics,354.0
3470,1989,1980,84,What I Am,Edie Brickell & New Bohemians,what i am,edie brickell new bohemians,genius,https://genius.com/Edie-brickell-and-new-bohemians-what-i-am-lyrics,413.0
3471,1989,1980,85,I Remember Holding You,Boys Club,i remember holding you,boys club,genius,https://genius.com/Boys-club-i-remember-holding-you-lyrics,211.0
3472,1989,1980,86,Paradise City,Guns N' Roses,paradise city,guns n roses,genius,https://genius.com/Guns-n-roses-paradise-city-lyrics,595.0
3473,1989,1980,87,I Wanna Have Some Fun,Samantha Fox,i wanna have some fun,samantha fox,genius,https://genius.com/Samantha-fox-i-wanna-have-some-fun-lyrics,663.0
3474,1989,1980,88,She Wants to Dance with Me,Rick Astley,she wants to dance with me,rick astley,genius,https://genius.com/Rick-astley-she-wants-to-dance-with-me-lyrics,280.0
3475,1989,1980,89,Dreamin',Vanessa Williams,dreamin,vanessa williams,genius,https://genius.com/Vanessa-williams-dreamin-lyrics,130.0
3476,1989,1980,90,It's No Crime,Babyface,its no crime,babyface,genius,https://genius.com/Babyface-its-no-crime-lyrics,308.0
3477,1989,1980,91,Poison,Alice Cooper,poison,alice cooper,genius,https://genius.com/Alice-cooper-poison-lyrics,300.0
3478,1989,1980,92,This Time I Know It's for Real,Donna Summer,this time i know its for real,donna summer,genius,https://genius.com/Donna-summer-this-time-i-know-its-for-real-lyrics,248.0
3479,1989,1980,93,Smooth Criminal,Michael Jackson,smooth criminal,michael jackson,genius,https://genius.com/Michael-jackson-smooth-criminal-lyrics,537.0
3480,1989,1980,94,Heaven Help Me,Deon Estus,heaven help me,deon estus,genius,https://genius.com/Deon-estus-heaven-help-me-lyrics,289.0
3481,1989,1980,95,Rock Wit'cha,Bobby Brown,rock witcha,bobby brown,genius,https://genius.com/Bobby-brown-rock-witcha-lyrics,333.0
3482,1989,1980,96,Thinking of You,Sa-Fire,thinking of you,safire,genius,https://genius.com/Safire-thinking-of-you-lyrics,274.0
3483,1989,1980,97,What You Don't Know,Exposé,what you dont know,expose,genius,https://genius.com/Expose-what-you-dont-know-lyrics,527.0
3484,1989,1980,98,Surrender to Me,Ann Wilson and Robin Zander,surrender to me,ann wilson and robin zander,genius,https://genius.com/Ann-wilson-surrender-to-me-lyrics,200.0
3485,1989,1980,99,The End of the Innocence,Don Henley,the end of the innocence,don henley,genius,https://genius.com/Don-henley-the-end-of-the-innocence-lyrics,315.0
3486,1989,1980,100,Keep on Movin',Soul II Soul,keep on movin,soul ii soul,genius,https://genius.com/Soul-ii-soul-keep-on-movin-lyrics,457.0
3487,1990,1990,1,Hold On,Wilson Phillips,hold on,wilson phillips,genius,https://genius.com/Wilson-phillips-hold-on-lyrics,441.0
3488,1990,1990,2,It Must Have Been Love,Roxette,it must have been love,roxette,genius,https://genius.com/Roxette-it-must-have-been-love-lyrics,313.0
3489,1990,1990,3,Nothing Compares 2 U,Sinéad O'Connor,nothing compares 2 u,sinead oconnor,genius,https://genius.com/Sinead-oconnor-nothing-compares-2-u-lyrics,209.0
3490,1990,1990,4,Poison,Bell Biv DeVoe,poison,bell biv devoe,genius,https://genius.com/Bell-biv-devoe-poison-lyrics,432.0
3491,1990,1990,5,Vogue,Madonna,vogue,madonna,genius,https://genius.com/Madonna-vogue-lyrics,435.0
3492,1990,1990,6,Vision of Love,Mariah Carey,vision of love,mariah carey,genius,https://genius.com/Mariah-carey-vision-of-love-lyrics,235.0
3493,1990,1990,7,Another Day in Paradise,Phil Collins,another day in paradise,phil collins,genius,https://genius.com/Phil-collins-another-day-in-paradise-lyrics,316.0
3494,1990,1990,8,Hold On,En Vogue,hold on,en vogue,genius,https://genius.com/En-vogue-hold-on-lyrics,457.0
3495,1990,1990,9,Cradle of Love,Billy Idol,cradle of love,billy idol,genius,https://genius.com/Billy-idol-cradle-of-love-lyrics,384.0
3496,1990,1990,10,Blaze of Glory,Jon Bon Jovi,blaze of glory,jon bon jovi,genius,https://genius.com/Jon-bon-jovi-blaze-of-glory-lyrics,363.0
3497,1990,1990,11,Do Me!,Bell Biv DeVoe,do me,bell biv devoe,genius,https://genius.com/Bell-biv-devoe-do-me-lyrics,661.0
3498,1990,1990,12,How Am I Supposed to Live Without You,Michael Bolton,how am i supposed to live without you,michael bolton,genius,https://genius.com/Michael-bolton-how-am-i-supposed-to-live-without-you-lyrics,279.0
3499,1990,1990,13,Pump Up the Jam,Technotronic,pump up the jam,technotronic,genius,https://genius.com/Technotronic-pump-up-the-jam-lyrics,577.0
3500,1990,1990,14,Opposites Attract,Paula Abdul,opposites attract,paula abdul,genius,https://genius.com/Paula-abdul-opposites-attract-lyrics,394.0
3501,1990,1990,15,Escapade,Janet Jackson,escapade,janet jackson,genius,https://genius.com/Janet-jackson-escapade-lyrics,432.0
3502,1990,1990,16,All I Wanna Do Is Make Love to You,Heart,all i wanna do is make love to you,heart,genius,https://genius.com/Heart-all-i-wanna-do-is-make-love-to-you-lyrics,429.0
3503,1990,1990,17,Close to You,Maxi Priest,close to you,maxi priest,genius,https://genius.com/Maxi-priest-close-to-you-lyrics,529.0
3504,1990,1990,18,Black Velvet,Alannah Myles,black velvet,alannah myles,genius,https://genius.com/Alannah-myles-black-velvet-lyrics,246.0
3505,1990,1990,19,Release Me,Wilson Phillips,release me,wilson phillips,genius,https://genius.com/Wilson-phillips-release-me-lyrics,331.0
3506,1990,1990,20,Don't Know Much,Linda Ronstadt featuring Aaron Neville,dont know much,linda ronstadt,genius,https://genius.com/Linda-ronstadt-and-aaron-neville-dont-know-much-lyrics,186.0
3507,1990,1990,21,All Around the World,Lisa Stansfield,all around the world,lisa stansfield,genius,https://genius.com/Lisa-stansfield-all-around-the-world-lyrics,448.0
3508,1990,1990,22,I Wanna Be Rich,Calloway,i wanna be rich,calloway,genius,https://genius.com/Calloway-i-wanna-be-rich-lyrics,317.0
3509,1990,1990,23,Rub You the Right Way,Johnny Gill,rub you the right way,johnny gill,genius,https://genius.com/Johnny-gill-rub-you-the-right-way-lyrics,529.0
3510,1990,1990,24,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,she aint worth it,glenn medeiros,genius,https://genius.com/Glenn-medeiros-she-aint-worth-it-lyrics,516.0
3511,1990,1990,25,If Wishes Came True,Sweet Sensation,if wishes came true,sweet sensation,genius,https://genius.com/Sweet-sensation-if-wishes-came-true-lyrics,286.0
3512,1990,1990,26,The Power,Snap!,the power,snap,genius,https://genius.com/Snap-the-power-lyrics,487.0
3513,1990,1990,27,(Can't Live Without Your) Love and Affection,Nelson,cant live without your love and affection,nelson,genius,https://genius.com/Nelson-cant-live-without-your-love-and-affection-lyrics,323.0
3514,1990,1990,28,Love Will Lead You Back,Taylor Dayne,love will lead you back,taylor dayne,genius,https://genius.com/Taylor-dayne-love-will-lead-you-back-lyrics,305.0
3515,1990,1990,29,Don't Wanna Fall in Love,Jane Child,dont wanna fall in love,jane child,genius,https://genius.com/Jane-child-dont-wanna-fall-in-love-lyrics,311.0
3516,1990,1990,30,Two to Make It Right,Seduction,two to make it right,seduction,genius,https://genius.com/Seduction-two-to-make-it-right-lyrics,405.0
3517,1990,1990,31,Sending All My Love,Linear,sending all my love,linear,genius,https://genius.com/Linear-sending-all-my-love-lyrics,221.0
3518,1990,1990,32,Unskinny Bop,Poison,unskinny bop,poison,genius,https://genius.com/Poison-unskinny-bop-lyrics,299.0
3519,1990,1990,33,Step by Step,New Kids on the Block,step by step,new kids on the block,genius,https://genius.com/New-kids-on-the-block-step-by-step-lyrics,340.0
3520,1990,1990,34,Dangerous,Roxette,dangerous,roxette,genius,https://genius.com/Roxette-dangerous-lyrics,325.0
3521,1990,1990,35,We Didn't Start the Fire,Billy Joel,we didnt start the fire,billy joel,genius,https://genius.com/Billy-joel-we-didnt-start-the-fire-lyrics,517.0
3522,1990,1990,36,I Don't Have the Heart,James Ingram,i dont have the heart,james ingram,genius,https://genius.com/James-ingram-i-dont-have-the-heart-lyrics,234.0
3523,1990,1990,37,Downtown Train,Rod Stewart,downtown train,rod stewart,genius,https://genius.com/Rod-stewart-downtown-train-lyrics,282.0
3524,1990,1990,38,Rhythm Nation,Janet Jackson,rhythm nation,janet jackson,genius,https://genius.com/Janet-jackson-rhythm-nation-lyrics,512.0
3525,1990,1990,39,I'll Be Your Everything,Tommy Page,ill be your everything,tommy page,genius,https://genius.com/Tommy-page-ill-be-your-everything-lyrics,343.0
3526,1990,1990,40,Roam,The B-52's,roam,the b52s,genius,https://genius.com/The-b-52s-roam-lyrics,359.0
3527,1990,1990,41,Everything,Jody Watley,everything,jody watley,genius,https://genius.com/Jody-watley-everything-lyrics,244.0
3528,1990,1990,42,Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,back to life however do you want me,soul ii soul,genius,https://genius.com/Soul-ii-soul-back-to-life-however-do-you-want-me-lyrics,400.0
3529,1990,1990,43,Here and Now,Luther Vandross,here and now,luther vandross,genius,https://genius.com/Luther-vandross-here-and-now-lyrics,229.0
3530,1990,1990,44,Alright,Janet Jackson,alright,janet jackson,genius,https://genius.com/Janet-jackson-alright-lyrics,625.0
3531,1990,1990,45,Ice Ice Baby,Vanilla Ice,ice ice baby,vanilla ice,genius,https://genius.com/Vanilla-ice-ice-ice-baby-lyrics,619.0
3532,1990,1990,46,Blame It on the Rain,Milli Vanilli,blame it on the rain,milli vanilli,genius,https://genius.com/Milli-vanilli-blame-it-on-the-rain-lyrics,387.0
3533,1990,1990,47,Have You Seen Her,MC Hammer,have you seen her,mc hammer,genius,https://genius.com/Mc-hammer-have-you-seen-her-lyrics,651.0
